,Entity,Frequency,overall_polarity
3247,rocki,1,Negative
3248,vlsibrutinib,1,Negative
3249,roid,1,Negative
3250,roisinshortal,1,Negative
3251,vlogo,1,Negative
3252,roll,1,Negative
3253,rona,1,Negative
3254,root,1,Negative
3255,rorinhibitor,1,Negative
3256,vldigt,1,Negative
3257,riesgo,1,Negative
3258,richardson,1,Negative
3259,ricadutarefrattaria,1,Negative
3260,vprasadmdmph,1,Negative
3261,retrouvez,1,Negative
3262,vru,1,Negative
3263,vritabl,1,Negative
3264,vrepoch,1,Negative
3265,vrd,1,Negative
3266,vrcap,1,Negative
3267,reutersstefan,1,Negative
3268,rev,1,Negative
3269,revista,1,Negative
3270,vou,1,Negative
3271,revolutionari,1,Negative
3272,rezidiviertenrefraktren,1,Negative
3273,rezult,1,Negative
3274,rfractair,1,Negative
3275,rgimen,1,Negative
3276,rhamnosu,1,Negative
3277,rhypercvad,1,Negative
3278,ricaduta,1,Negative
3279,roschewski,1,Negative
3280,roshon,1,Negative
3281,roswellpark,1,Negative
3282,vincristin,1,Negative
3283,visad,1,Negative
3284,sabc,1,Negative
3285,sabe,1,Negative
3286,virussjuka,1,Negative
3287,viral,1,Negative
3288,vir,1,Negative
3289,safetytoler,1,Negative
3290,sagarlonialmd,1,Negative
3291,sakal,1,Negative
3292,rxn,1,Negative
3293,sakalnew,1,Negative
3294,sakigak,1,Negative
3295,sala,1,Negative
3296,saladriga,1,Negative
3297,saluddigit,1,Negative
3298,saludo,1,Negative
3299,salutedomani,1,Negative
3300,salva,1,Negative
3301,visat,1,Negative
3302,visita,1,Negative
3303,roxa,1,Negative
3304,rsaken,1,Negative
3305,viven,1,Negative
3306,viveksubbiah,1,Negative
3307,rozpoczyna,1,Negative
3308,rpandu,1,Negative
3309,rpida,1,Negative
3310,viudez,1,Negative
3311,rpido,1,Negative
3312,rpons,1,Negative
3313,rsvp,1,Negative
3314,rwe,1,Negative
3315,rtor,1,Negative
3316,rumpelleed,1,Negative
3317,vist,1,Negative
3318,visitano,1,Negative
3319,ruthclifford,1,Negative
3320,ruxolitinibolumi,1,Negative
3321,rw,1,Negative
3322,rwd,1,Negative
3323,romana,1,Negative
3324,a,1,Negative
3325,oncnew,1,Negative
3326,coronavirusupd,1,Negative
3327,corpor,1,Negative
3328,cosasusalaaabaaoo,1,Negative
3329,costco,1,Negative
3330,cotocina,1,Negative
3331,council,1,Negative
3332,counter,1,Negative
3333,courtesi,1,Negative
3334,cout,1,Negative
3335,coutr,1,Negative
3336,cov,1,Negative
3337,covaxin,1,Negative
3338,covidacalabrutinib,1,Negative
3339,covidbtkastrazenecabtkcalquencecovidcalavi,1,Negative
3340,covidcytokinestorm,1,Negative
3341,covidheparin,1,Negative
3342,covidhmmm,1,Negative
3343,covidindia,1,Negative
3344,covidinfect,1,Negative
3345,covidnccc,1,Negative
3346,covidnct,1,Negative
3347,covidresearch,1,Negative
3348,covidsweden,1,Negative
3349,covidus,1,Negative
3350,covidwith,1,Negative
3351,cowork,1,Negative
3352,coronavru,1,Negative
3353,coronavirussverig,1,Negative
3354,experiment,1,Negative
3355,coronavirusrespons,1,Negative
3356,considerationsi,1,Negative
3357,consolid,1,Negative
3358,consult,1,Negative
3359,consulta,1,Negative
3360,contagiada,1,Negative
3361,contribuez,1,Negative
3362,contro,1,Negative
3363,controla,1,Negative
3364,conv,1,Negative
3365,convers,1,Negative
3366,coordin,1,Negative
3367,core,1,Negative
3368,coronacur,1,Negative
3369,coronalockdown,1,Negative
3370,coronaoutbreak,1,Negative
3371,coronapandem,1,Negative
3372,coronaupd,1,Negative
3373,coronavid,1,Negative
3374,coronavirusdrug,1,Negative
3375,coronaviruset,1,Negative
3376,coronavirusfact,1,Negative
3377,coronavirushac,1,Negative
3378,coronavirusindia,1,Negative
3379,coronavirusinfect,1,Negative
3380,coronavirusoutbreak,1,Negative
3381,crci,1,Negative
3382,crecimiento,1,Negative
3383,credit,1,Negative
3384,creyendo,1,Negative
3385,dastrazeneca,1,Negative
3386,databas,1,Negative
3387,datapoint,1,Negative
3388,dataset,1,Negative
3389,datsunian,1,Negative
3390,dautr,1,Negative
3391,davidcullinan,1,Negative
3392,davidsteensma,1,Negative
3393,daviestri,1,Negative
3394,daycosecur,1,Negative
3395,db,1,Negative
3396,ddnewsusfda,1,Negative
3397,ddw,1,Negative
3398,deauvil,1,Negative
3399,deber,1,Negative
3400,debugliesnew,1,Negative
3401,decad,1,Negative
3402,decepcionant,1,Negative
3403,decepticon,1,Negative
3404,decid,1,Negative
3405,decisivo,1,Negative
3406,definit,1,Negative
3407,deliv,1,Negative
3408,dell,1,Negative
3409,delladulto,1,Negative
3410,dao,1,Negative
3411,danger,1,Negative
3412,damp,1,Negative
3413,cuando,1,Negative
3414,crisbergerot,1,Negative
3415,critico,1,Negative
3416,crizanlizumab,1,Negative
3417,crpil,1,Negative
3418,csiriict,1,Negative
3419,csirind,1,Negative
3420,cspramesh,1,Negative
3421,ctr,1,Negative
3422,ctsm,1,Negative
3423,cu,1,Negative
3424,cual,1,Negative
3425,cule,1,Negative
3426,damag,1,Negative
3427,cur,1,Negative
3428,curcuminandrographi,1,Negative
3429,cynic,1,Negative
3430,cytarabineacalabrutinib,1,Negative
3431,cytokinescrp,1,Negative
3432,cytokinstorm,1,Negative
3433,cytosorb,1,Negative
3434,czecrin,1,Negative
3435,d,1,Negative
3436,daiichisankyo,1,Negative
3437,dalla,1,Negative
3438,consideran,1,Negative
3439,consider,1,Negative
3440,consecucin,1,Negative
3441,cllsllacalabrutinibfdafda,1,Negative
3442,cientifica,1,Negative
3443,ciloleucel,1,Negative
3444,cim,1,Negative
3445,ciocedu,1,Negative
3446,ciplaglob,1,Negative
3447,circul,1,Negative
3448,citochin,1,Negative
3449,cityofhop,1,Negative
3450,cjon,1,Negative
3451,cl,1,Negative
3452,clarn,1,Negative
3453,classic,1,Negative
3454,clean,1,Negative
3455,clinicaldata,1,Negative
3456,clinicalresearchnew,1,Negative
3457,clinicalstudi,1,Negative
3458,clinicaltherapeut,1,Negative
3459,clinico,1,Negative
3460,clive,1,Negative
3461,cllacalabrutinibiiilancet,1,Negative
3462,cllarznei,1,Negative
3463,cllbtkacalabrutinibelev,1,Negative
3464,cllbtkacalabrutinibpf,1,Negative
3465,cllgtrampuptak,1,Negative
3466,cllimmunchemotherapi,1,Negative
3467,cientfica,1,Negative
3468,cibl,1,Negative
3469,churchillhospit,1,Negative
3470,chloorambucil,1,Negative
3471,chem,1,Negative
3472,chemioimmunoterapia,1,Negative
3473,chemist,1,Negative
3474,chemistri,1,Negative
3475,chemoimmunotherapi,1,Negative
3476,cheson,1,Negative
3477,chest,1,Negative
3478,child,1,Negative
3479,chile,1,Negative
3480,chimera,1,Negative
3481,chinasi,1,Negative
3482,chloroquin,1,Negative
3483,chum,1,Negative
3484,cholesterollow,1,Negative
3485,choos,1,Negative
3486,chose,1,Negative
3487,choue,1,Negative
3488,christma,1,Negative
3489,chriswrit,1,Negative
3490,chronicdiseas,1,Negative
3491,chronicgvhd,1,Negative
3492,chronicil,1,Negative
3493,chroniclympoidleukemia,1,Negative
3494,chrorambucil,1,Negative
3495,cllpatient,1,Negative
3496,cllsllcalquenc,1,Negative
3497,conocido,1,Negative
3498,cllsllven,1,Negative
3499,comn,1,Negative
3500,compaa,1,Negative
3501,companynew,1,Negative
3502,comparacin,1,Negative
3503,comparit,1,Negative
3504,compel,1,Negative
3505,complessiva,1,Negative
3506,completa,1,Negative
3507,comprehens,1,Negative
3508,comprim,1,Negative
3509,compris,1,Negative
3510,comunidad,1,Negative
3511,concept,1,Negative
3512,concert,1,Negative
3513,conclud,1,Negative
3514,conclusion,1,Negative
3515,condicion,1,Negative
3516,conferm,1,Negative
3517,conferma,1,Negative
3518,confermano,1,Negative
3519,confid,1,Negative
3520,confirmatori,1,Negative
3521,congreso,1,Negative
3522,congresso,1,Negative
3523,conoc,1,Negative
3524,commonself,1,Negative
3525,commonli,1,Negative
3526,commiss,1,Negative
3527,coffe,1,Negative
3528,cllsmall,1,Negative
3529,cllsupport,1,Negative
3530,cloroquina,1,Negative
3531,clotmast,1,Negative
3532,cmar,1,Negative
3533,cmomaharashtra,1,Negative
3534,cnbc,1,Negative
3535,cnbcawaaz,1,Negative
3536,cnntownhal,1,Negative
3537,coadminist,1,Negative
3538,coexist,1,Negative
3539,cognitrexcancerdigest,1,Negative
3540,commenc,1,Negative
3541,cohen,1,Negative
3542,collab,1,Negative
3543,color,1,Negative
3544,columbiacanc,1,Negative
3545,combinado,1,Negative
3546,comenta,1,Negative
3547,comentado,1,Negative
3548,comercial,1,Negative
3549,comercio,1,Negative
3550,comirnati,1,Negative
3551,comisin,1,Negative
3552,dellanalisi,1,Negative
3553,dellema,1,Negative
3554,dello,1,Negative
3555,enzima,1,Negative
3556,ell,1,Negative
3557,elonmusk,1,Negative
3558,em,1,Negative
3559,emaapprov,1,Negative
3560,ematologia,1,Negative
3561,emilyreviewscom,1,Negative
3562,empeoramiento,1,Negative
3563,empresa,1,Negative
3564,encim,1,Negative
3565,encompass,1,Negative
3566,encontraron,1,Negative
3567,encuentra,1,Negative
3568,endpt,1,Negative
3569,endusersappl,1,Negative
3570,enfermeda,1,Negative
3571,enfermo,1,Negative
3572,enfortumabvedotin,1,Negative
3573,enjoy,1,Negative
3574,enligt,1,Negative
3575,ensur,1,Negative
3576,enta,1,Negative
3577,entr,1,Negative
3578,entrada,1,Negative
3579,entri,1,Negative
3580,entx,1,Negative
3581,elimin,1,Negative
3582,elililli,1,Negative
3583,elicit,1,Negative
3584,eficcia,1,Negative
3585,economa,1,Negative
3586,economi,1,Negative
3587,economia,1,Negative
3588,edit,1,Negative
3589,edninforma,1,Negative
3590,edntv,1,Negative
3591,eerstelijnsbehandel,1,Negative
3592,effectief,1,Negative
3593,effectiv,1,Negative
3594,efficienza,1,Negative
3595,eficaz,1,Negative
3596,egcg,1,Negative
3597,eleven,1,Negative
3598,ehatrend,1,Negative
3599,eimanjahangir,1,Negative
3600,eingesetzt,1,Negative
3601,einnimmt,1,Negative
3602,ejemplo,1,Negative
3603,elaboreaza,1,Negative
3604,elderli,1,Negative
3605,elect,1,Negative
3606,elemento,1,Negative
3607,elevantetn,1,Negative
3608,elevatetnascend,1,Negative
3609,enzalutamid,1,Negative
3610,ep,1,Negative
3611,econmica,1,Negative
3612,epidemia,1,Negative
3613,estudiaban,1,Negative
3614,estudo,1,Negative
3615,etc,1,Negative
3616,ethanol,1,Negative
3617,etiqueta,1,Negative
3618,etkinliini,1,Negative
3619,etoposid,1,Negative
3620,euro,1,Negative
3621,europenn,1,Negative
3622,europischen,1,Negative
3623,evan,1,Negative
3624,eventsamp,1,Negative
3625,eventu,1,Negative
3626,everyon,1,Negative
3627,everyth,1,Negative
3628,evidencia,1,Negative
3629,evidenz,1,Negative
3630,evitar,1,Negative
3631,evolv,1,Negative
3632,ex,1,Negative
3633,exampl,1,Negative
3634,except,1,Negative
3635,excesiva,1,Negative
3636,excess,1,Negative
3637,exhibit,1,Negative
3638,estrategia,1,Negative
3639,estando,1,Negative
3640,establish,1,Negative
3641,erstmal,1,Negative
3642,epidemiolog,1,Negative
3643,epigallocatechin,1,Negative
3644,epitom,1,Negative
3645,era,1,Negative
3646,erheblich,1,Negative
3647,eric,1,Negative
3648,erictrump,1,Negative
3649,erkrankt,1,Negative
3650,erkrankungen,1,Negative
3651,erleneseymour,1,Negative
3652,error,1,Negative
3653,erteilt,1,Negative
3654,establec,1,Negative
3655,esalud,1,Negative
3656,escena,1,Negative
3657,escuch,1,Negative
3658,ese,1,Negative
3659,esfuerzan,1,Negative
3660,eshlymphoid,1,Negative
3661,esmo,1,Negative
3662,eso,1,Negative
3663,esomeprazol,1,Negative
3664,essai,1,Negative
3665,essay,1,Negative
3666,econom,1,Negative
3667,ec,1,Negative
3668,delp,1,Negative
3669,distinguish,1,Negative
3670,differenti,1,Negative
3671,difficolt,1,Negative
3672,dificultad,1,Negative
3673,dig,1,Negative
3674,digit,1,Negative
3675,digitalhealth,1,Negative
3676,dijo,1,Negative
3677,dimostra,1,Negative
3678,din,1,Negative
3679,dintrt,1,Negative
3680,dio,1,Negative
3681,director,1,Negative
3682,directric,1,Negative
3683,directtopati,1,Negative
3684,disabl,1,Negative
3685,disagre,1,Negative
3686,discard,1,Negative
3687,disclos,1,Negative
3688,disconcert,1,Negative
3689,discov,1,Negative
3690,discredit,1,Negative
3691,diseo,1,Negative
3692,disminuir,1,Negative
3693,disminuy,1,Negative
3694,disminuyendo,1,Negative
3695,diciembr,1,Negative
3696,dicho,1,Negative
3697,diariohoynet,1,Negative
3698,descubierto,1,Negative
3699,delpckpf,1,Negative
3700,delptp,1,Negative
3701,demasiado,1,Negative
3702,demiurg,1,Negative
3703,demuestra,1,Negative
3704,deoxygen,1,Negative
3705,depart,1,Negative
3706,deplet,1,Negative
3707,depriv,1,Negative
3708,dernir,1,Negative
3709,descontrolada,1,Negative
3710,desempea,1,Negative
3711,df,1,Negative
3712,deserv,1,Negative
3713,designacin,1,Negative
3714,designazion,1,Negative
3715,desper,1,Negative
3716,despit,1,Negative
3717,destinybreast,1,Negative
3718,deuten,1,Negative
3719,deutschen,1,Negative
3720,develo,1,Negative
3721,devic,1,Negative
3722,dexamethasonbaricitinib,1,Negative
3723,dismiss,1,Negative
3724,dit,1,Negative
3725,ebmt,1,Negative
3726,diver,1,Negative
3727,drsidmukherje,1,Negative
3728,drsrbrown,1,Negative
3729,drstico,1,Negative
3730,drugapprov,1,Negative
3731,drugd,1,Negative
3732,drugdiscoveryworld,1,Negative
3733,drugdrug,1,Negative
3734,drugrepurpos,1,Negative
3735,drugscontrollergeneralofindia,1,Negative
3736,drugtrial,1,Negative
3737,dryukselurun,1,Negative
3738,dsactiv,1,Negative
3739,dsormai,1,Negative
3740,dtail,1,Negative
3741,dukecanc,1,Negative
3742,dukegucanc,1,Negative
3743,dur,1,Negative
3744,duroch,1,Negative
3745,dyk,1,Negative
3746,dzelm,1,Negative
3747,eagerli,1,Negative
3748,eam,1,Negative
3749,eaonc,1,Negative
3750,earn,1,Negative
3751,easili,1,Negative
3752,dropout,1,Negative
3753,drmuffi,1,Negative
3754,drjamkothari,1,Negative
3755,donc,1,Negative
3756,dnarnauni,1,Negative
3757,do,1,Negative
3758,dobr,1,Negative
3759,dodatnem,1,Negative
3760,doemdenken,1,Negative
3761,dog,1,Negative
3762,doi,1,Negative
3763,doktornew,1,Negative
3764,dollar,1,Negative
3765,dolor,1,Negative
3766,donaldjtrumpjr,1,Negative
3767,donnellystephen,1,Negative
3768,drink,1,Negative
3769,donor,1,Negative
3770,dopo,1,Negative
3771,dosi,1,Negative
3772,doxorubicin,1,Negative
3773,dra,1,Negative
3774,draseemmalhotra,1,Negative
3775,drchrispfox,1,Negative
3776,drdanperski,1,Negative
3777,drdaveoncal,1,Negative
3778,drdrew,1,Negative
3779,drew,1,Negative
3780,cheapish,1,Negative
3781,chase,1,Negative
3782,chart,1,Negative
3783,arena,1,Negative
3784,anvnt,1,Negative
3785,anymor,1,Negative
3786,aonn,1,Negative
3787,aparec,1,Negative
3788,aparecen,1,Negative
3789,apixiban,1,Negative
3790,aplic,1,Negative
3791,aplicada,1,Negative
3792,aplicado,1,Negative
3793,app,1,Negative
3794,appar,1,Negative
3795,approvalcopypast,1,Negative
3796,approvata,1,Negative
3797,approvedenhertu,1,Negative
3798,apremilast,1,Negative
3799,aprend,1,Negative
3800,aprob,1,Negative
3801,aprobada,1,Negative
3802,aprobar,1,Negative
3803,aqu,1,Negative
3804,ar,1,Negative
3805,aralik,1,Negative
3806,aratat,1,Negative
3807,aratracak,1,Negative
3808,archivo,1,Negative
3809,anuncia,1,Negative
3810,anunci,1,Negative
3811,anual,1,Negative
3812,anem,1,Negative
3813,amongst,1,Negative
3814,ampa,1,Negative
3815,ampgt,1,Negative
3816,ampsafeti,1,Negative
3817,amwalalghadar,1,Negative
3818,analiz,1,Negative
3819,analyt,1,Negative
3820,anch,1,Negative
3821,anderen,1,Negative
3822,anderson,1,Negative
3823,andi,1,Negative
3824,angioedema,1,Negative
3825,antivir,1,Negative
3826,anna,1,Negative
3827,annonc,1,Negative
3828,ant,1,Negative
3829,anteil,1,Negative
3830,anticanceroso,1,Negative
3831,anticip,1,Negative
3832,anticuerpo,1,Negative
3833,antifung,1,Negative
3834,antileukemia,1,Negative
3835,antilymphoma,1,Negative
3836,antimicrobi,1,Negative
3837,area,1,Negative
3838,arewer,1,Negative
3839,amm,1,Negative
3840,arriv,1,Negative
3841,astrazenecanl,1,Negative
3842,astrazenecapharma,1,Negative
3843,astrazenecas,1,Negative
3844,astrazenecauk,1,Negative
3845,astrazenecauss,1,Negative
3846,atana,1,Negative
3847,atencin,1,Negative
3848,attende,1,Negative
3849,attent,1,Negative
3850,attenu,1,Negative
3851,au,1,Negative
3852,auc,1,Negative
3853,auckland,1,Negative
3854,audienc,1,Negative
3855,auditor,1,Negative
3856,august,1,Negative
3857,aujourdhui,1,Negative
3858,aumenta,1,Negative
3859,aumentara,1,Negative
3860,aun,1,Negative
3861,aussi,1,Negative
3862,authorship,1,Negative
3863,autoimmun,1,Negative
3864,autoleucel,1,Negative
3865,autolog,1,Negative
3866,astrazenecanew,1,Negative
3867,astrazenecaastrazenecain,1,Negative
3868,astrazenaca,1,Negative
3869,ashfromhom,1,Negative
3870,arthralgia,1,Negative
3871,arvindkejriw,1,Negative
3872,arzneimittel,1,Negative
3873,arzneimittelagentur,1,Negative
3874,arzt,1,Negative
3875,asa,1,Negative
3876,ascendcllacalabrutinibidelalisib,1,Negative
3877,ascentag,1,Negative
3878,ascentagepharma,1,Negative
3879,ascopost,1,Negative
3880,ascopub,1,Negative
3881,askarbnik,1,Negative
3882,astrazen,1,Negative
3883,asn,1,Negative
3884,asociacin,1,Negative
3885,asociada,1,Negative
3886,asocio,1,Negative
3887,asset,1,Negative
3888,assoc,1,Negative
3889,associada,1,Negative
3890,associata,1,Negative
3891,assolutament,1,Negative
3892,assum,1,Negative
3893,assur,1,Negative
3894,ammhmato,1,Negative
3895,amlast,1,Negative
3896,aux,1,Negative
3897,adopt,1,Negative
3898,acalabrutinibvenetoclax,1,Negative
3899,acalabrutinibxeljanz,1,Negative
3900,acalabrutinibzuma,1,Negative
3901,acalbrutinib,1,Negative
3902,acalibrutinib,1,Negative
3903,acaso,1,Negative
3904,acceler,1,Negative
3905,acclr,1,Negative
3906,accrual,1,Negative
3907,accuraci,1,Negative
3908,aceid,1,Negative
3909,acept,1,Negative
3910,acid,1,Negative
3911,acknowledg,1,Negative
3912,acquisit,1,Negative
3913,actasanitaria,1,Negative
3914,activa,1,Negative
3915,actu,1,Negative
3916,actualit,1,Negative
3917,actualment,1,Negative
3918,actushemato,1,Negative
3919,acuterespiratorydistresssyndrom,1,Negative
3920,adicin,1,Negative
3921,administracin,1,Negative
3922,administrar,1,Negative
3923,acalabrutinibtr,1,Negative
3924,acalabrutinibrchop,1,Negative
3925,acalabrutiniboffla,1,Negative
3926,abscbnnew,1,Negative
3927,aado,1,Negative
3928,aan,1,Negative
3929,abataceptremdesivirinfliximabmesilato,1,Negative
3930,abbvieamp,1,Negative
3931,abdomen,1,Negative
3932,abg,1,Negative
3933,abgeschwcht,1,Negative
3934,abim,1,Negative
3935,abnorm,1,Negative
3936,abordar,1,Negative
3937,about,1,Negative
3938,absolut,1,Negative
3939,acalabrutinibobinutuzumab,1,Negative
3940,abx,1,Negative
3941,acaba,1,Negative
3942,acalabrutinibassoci,1,Negative
3943,acalabrutinibbtkbtk,1,Negative
3944,acalabrutinibbtkbtkbtk,1,Negative
3945,acalabrutinibcan,1,Negative
3946,acalabrutinibclin,1,Negative
3947,acalabrutinibcllelev,1,Negative
3948,acalabrutinibfor,1,Negative
3949,acalabrutinibil,1,Negative
3950,acalabrutinibinali,1,Negative
3951,administraron,1,Negative
3952,adriana,1,Negative
3953,amid,1,Negative
3954,adulti,1,Negative
3955,albireo,1,Negative
3956,alcanza,1,Negative
3957,aldktan,1,Negative
3958,aleatorizado,1,Negative
3959,algo,1,Negative
3960,alguna,1,Negative
3961,alicia,1,Negative
3962,all,1,Negative
3963,alla,1,Negative
3964,alleconom,1,Negative
3965,alleen,1,Negative
3966,allein,1,Negative
3967,allerg,1,Negative
3968,allergen,1,Negative
3969,allergi,1,Negative
3970,allinfezion,1,Negative
3971,allvarligt,1,Negative
3972,alma,1,Negative
3973,almada,1,Negative
3974,along,1,Negative
3975,alta,1,Negative
3976,altri,1,Negative
3977,alum,1,Negative
3978,amasar,1,Negative
3979,ami,1,Negative
3980,alan,1,Negative
3981,aktiencheck,1,Negative
3982,akland,1,Negative
3983,agnpf,1,Negative
3984,adv,1,Negative
3985,advani,1,Negative
3986,advertis,1,Negative
3987,advic,1,Negative
3988,advierten,1,Negative
3989,affidabil,1,Negative
3990,affidabilit,1,Negative
3991,agarw,1,Negative
3992,agencia,1,Negative
3993,aggressiven,1,Negative
3994,agn,1,Negative
3995,agre,1,Negative
3996,ajbcsurvey,1,Negative
3997,agresivo,1,Negative
3998,agressief,1,Negative
3999,agressif,1,Negative
4000,aguda,1,Negative
4001,ahlstromjenni,1,Negative
4002,aibas,1,Negative
4003,aider,1,Negative
4004,aifa,1,Negative
4005,aifaufficial,1,Negative
4006,aiha,1,Negative
4007,aiim,1,Negative
4008,autorizza,1,Negative
4009,availablei,1,Negative
4010,characterist,1,Negative
4011,calquencemcl,1,Negative
4012,busca,1,Negative
4013,buscar,1,Negative
4014,businessnew,1,Negative
4015,but,1,Negative
4016,bx,1,Negative
4017,bzelllymphomen,1,Negative
4018,bzellrezeptorsignalweg,1,Negative
4019,ca,1,Negative
4020,cabeza,1,Negative
4021,cacncermedicinen,1,Negative
4022,caffein,1,Negative
4023,cagran,1,Negative
4024,calendar,1,Negative
4025,callpredict,1,Negative
4026,calmada,1,Negative
4027,calquenceamp,1,Negative
4028,calquenceanalyst,1,Negative
4029,calquencecalaviii,1,Negative
4030,calquencecalavipdf,1,Negative
4031,calquencecalqu,1,Negative
4032,calquencecovid,1,Negative
4033,calquencecovidmed,1,Negative
4034,calquencecovidnationalcancerinstitut,1,Negative
4035,calquenceeu,1,Negative
4036,calquencehc,1,Negative
4037,bulletin,1,Negative
4038,bull,1,Negative
4039,bulki,1,Negative
4040,briton,1,Negative
4041,bortezomib,1,Negative
4042,bpth,1,Negative
4043,bracci,1,Negative
4044,breakingnew,1,Negative
4045,breed,1,Negative
4046,brexucarbatagen,1,Negative
4047,briefastraxeneca,1,Negative
4048,brilliant,1,Negative
4049,brinda,1,Negative
4050,britishswedish,1,Negative
4051,britnica,1,Negative
4052,bro,1,Negative
4053,btkinhibit,1,Negative
4054,bruis,1,Negative
4055,brutonkinaseinhibitor,1,Negative
4056,brutontyrosinekinas,1,Negative
4057,brutontyrosinkinas,1,Negative
4058,brutontyrosinkinasebtkhemm,1,Negative
4059,btkacalabrutinib,1,Negative
4060,btkacalabrutinibaznfb,1,Negative
4061,btkacalabrutinibelevatetnash,1,Negative
4062,btkacalabrutinibeu,1,Negative
4063,btkcalquenc,1,Negative
4064,btkdepend,1,Negative
4065,calquenceimbruvica,1,Negative
4066,calquencetri,1,Negative
4067,bomboradyonew,1,Negative
4068,calqunc,1,Negative
4069,categori,1,Negative
4070,cawa,1,Negative
4071,caxtx,1,Negative
4072,cchbham,1,Negative
4073,ccile,1,Negative
4074,ccl,1,Negative
4075,cdcgov,1,Negative
4076,ceftazidim,1,Negative
4077,celebr,1,Negative
4078,cella,1,Negative
4079,cellular,1,Negative
4080,cenicriviroc,1,Negative
4081,cent,1,Negative
4082,centr,1,Negative
4083,centro,1,Negative
4084,ceprofar,1,Negative
4085,cernovich,1,Negative
4086,cest,1,Negative
4087,ceux,1,Negative
4088,cg,1,Negative
4089,cgvhd,1,Negative
4090,chaitra,1,Negative
4091,chanc,1,Negative
4092,chanel,1,Negative
4093,chanyooncheah,1,Negative
4094,catalogu,1,Negative
4095,cascad,1,Negative
4096,cart,1,Negative
4097,capacidad,1,Negative
4098,caluqu,1,Negative
4099,calwuenc,1,Negative
4100,campaign,1,Negative
4101,canadien,1,Negative
4102,canakinumab,1,Negative
4103,cancera,1,Negative
4104,cancerconfer,1,Negative
4105,cancerlkemedel,1,Negative
4106,cancermedmda,1,Negative
4107,cancernetwrk,1,Negative
4108,cant,1,Negative
4109,capaciteit,1,Negative
4110,carolporterdnp,1,Negative
4111,captain,1,Negative
4112,caramel,1,Negative
4113,caratterizza,1,Negative
4114,cardiolog,1,Negative
4115,cardiooncolog,1,Negative
4116,career,1,Negative
4117,careta,1,Negative
4118,caretasencasa,1,Negative
4119,caretassequedaencasa,1,Negative
4120,carfilzomib,1,Negative
4121,caro,1,Negative
4122,boostershot,1,Negative
4123,bolsa,1,Negative
4124,avait,1,Negative
4125,belirgin,1,Negative
4126,baricitinibkineret,1,Negative
4127,barricadanew,1,Negative
4128,barringtonjam,1,Negative
4129,basa,1,Negative
4130,baselin,1,Negative
4131,basic,1,Negative
4132,bayarea,1,Negative
4133,bcelinih,1,Negative
4134,bcelllymphoma,1,Negative
4135,bcellymfoom,1,Negative
4136,bcoscardioonc,1,Negative
4137,beadem,1,Negative
4138,beagl,1,Negative
4139,beatson,1,Negative
4140,beauti,1,Negative
4141,becki,1,Negative
4142,bedreffect,1,Negative
4143,bee,1,Negative
4144,behandelten,1,Negative
4145,behandl,1,Negative
4146,behandla,1,Negative
4147,behandlat,1,Negative
4148,behandlungsopt,1,Negative
4149,beigeneusa,1,Negative
4150,beitrag,1,Negative
4151,bannermdandersn,1,Negative
4152,bandwagon,1,Negative
4153,ball,1,Negative
4154,awesom,1,Negative
4155,avaliar,1,Negative
4156,avanza,1,Negative
4157,avigan,1,Negative
4158,avirupguha,1,Negative
4159,avoid,1,Negative
4160,avsevrt,1,Negative
4161,aw,1,Negative
4162,awan,1,Negative
4163,awar,1,Negative
4164,awarenessmonth,1,Negative
4165,away,1,Negative
4166,axicabtagen,1,Negative
4167,bajo,1,Negative
4168,axl,1,Negative
4169,ayant,1,Negative
4170,azbktacalabrutinibcovid,1,Negative
4171,azbtkcalquencebtkil,1,Negative
4172,azithromycinconvalesc,1,Negative
4173,azitromicina,1,Negative
4174,aznl,1,Negative
4175,aznplc,1,Negative
4176,background,1,Negative
4177,baggag,1,Negative
4178,bahagi,1,Negative
4179,believ,1,Negative
4180,belirlendi,1,Negative
4181,boit,1,Negative
4182,belong,1,Negative
4183,biopharmad,1,Negative
4184,biosimilair,1,Negative
4185,biotarget,1,Negative
4186,biotechnolog,1,Negative
4187,biotherapeut,1,Negative
4188,biotoday,1,Negative
4189,bladddercanc,1,Negative
4190,bland,1,Negative
4191,blastoid,1,Negative
4192,blev,1,Negative
4193,blir,1,Negative
4194,blodcanc,1,Negative
4195,blodcancerlkemedlet,1,Negative
4196,blodkreftlegemidlet,1,Negative
4197,blodkreftnor,1,Negative
4198,bloedkankersoorten,1,Negative
4199,bloodcanceruk,1,Negative
4200,blooduc,1,Negative
4201,bloomberg,1,Negative
4202,bloquea,1,Negative
4203,bloqueo,1,Negative
4204,blunt,1,Negative
4205,bmi,1,Negative
4206,boast,1,Negative
4207,bodyindian,1,Negative
4208,biopharmaceut,1,Negative
4209,biomark,1,Negative
4210,biologika,1,Negative
4211,betrug,1,Negative
4212,belov,1,Negative
4213,bendamustinerituximabacalabrutinib,1,Negative
4214,bendar,1,Negative
4215,benfico,1,Negative
4216,benjamn,1,Negative
4217,beperkend,1,Negative
4218,berleben,1,Negative
4219,beschikbaar,1,Negative
4220,bet,1,Negative
4221,betaa,1,Negative
4222,bethesda,1,Negative
4223,betterfor,1,Negative
4224,bio,1,Negative
4225,beverag,1,Negative
