,tweet_author,overall_polarity
750701625367490560,Atlantis Healthcare,Negative
750676069720662016,St. Francis Vet Spec,Negative
750672523654758400,ESMO - Eur. Oncology,Negative
750670744816848896,ISPORJournals,Negative
750669431316045825,VJHemOnc,Negative
750637495809814528,Cancer Papers,Negative
750604013998080000,VJHemOnc,Negative
750501410916098049,StockGuru,Negative
750490848467574784,Oncology,Negative
750415746233167872,Waleed Osman,Negative
750407398196674560,Shelley Webb,Negative
750374263669022720,BioPharm Insight,Negative
750368712453128192,VJHemOnc,Negative
750358883651162112,"Holly Bertone, CNHP, PMP",Negative
750352331179433984,VJHemOnc,Negative
750336232111177728,"Holly Bertone, CNHP, PMP",Negative
750295804884189184,Ducklings Class,Negative
750243349798412288,Oncology Tube,Negative
750087070295715850,Patient Power,Negative
750084330517590016,Village Pharmacy,Negative
750024873481801728,ValueBase,Negative
750005043806470145,VJHemOnc,Negative
750003798643355649,Blood Cancer UK,Negative
749986960865976320,Jeremy Scott,Positive
749952188303155200,Roberto C.  Montoya,Negative
749945919022432256,VJHemOnc,Negative
749877972065288194,VJHemOnc,Negative
749823116600233984,Conrad King,Negative
749721945252438016,Oncology Times,Negative
749667028580130817,Shelley Webb,Negative
749655230451687425,International Pain Foundation®,Negative
749637664232570880,VJHemOnc,Negative
749631350018310146,"Holly Bertone, CNHP, PMP",Negative
749547135431905280,Cancer Papers,Negative
749434153985277956,Megan Small,Negative
749275813300752389,Matthews & Associates,Negative
749264368358002688,Andre Blanchet,Negative
749263841456861184,Sandy D.,Negative
749245557210697728,Rhia Steele@ravishingrhia.com,Negative
749242804409364481,Matthew Kauffman,Negative
749223910978179072,Denver Greene,Negative
749218421435281408,Rhia Steele@ravishingrhia.com,Negative
749206404213399552,RCCG | TOD Youths,Negative
749203625784774656,The James,Negative
749177092105965568,VJHemOnc,Negative
749148512214978562,Medoinfo,Negative
749101750217428996,Colleen Busch,Negative
749050667579256832,Jennifer Bergman,Negative
749044804915302401,StockGuru,Negative
749043134781231104,Cassi Schmigotzki,Negative
749014812521213952,CancerTherapyAdvisor,Negative
749004619913662464,SeparatriX,Negative
748999892048211968,Patient Power,Negative
748977085092360192,Medoinfo,Negative
748975766365474816,Patient Power,Negative
748975735205945344,International Pain Foundation®,Negative
748970455189508096,Milton Donald,Negative
748962945413976064,Focus on Cancer,Negative
748941745367425025,NACDA Program on Aging,Negative
748939823721906176,Patient Power,Negative
748936786764849152,OncLive.com,Negative
748924300623839234,Shelley Webb,Negative
748913007120572416,Patient Power,Negative
748879554568126464,Patient Power,Negative
748822237189382144,Medthority,Negative
748821894682513408,palliativewise,Negative
748818745439580161,Financial Buzz,Negative
748816973300019201,Business Wire-Health,Negative
748799886938677248,Medoinfo,Negative
748686637651996673,Sandy D.,Negative
748617678311419904,klim,Negative
748557855599386624,StockGuru,Negative
748555956401889280,Shelley Webb,Negative
748550674720260097,APSHO,Negative
748533245126516736,Medoinfo,Negative
748529594886557697,Rhia Steele@ravishingrhia.com,Negative
748528793917267968,APSHO,Negative
748524149967052806,VJHemOnc,Negative
748517526972178433,Cancer Papers,Negative
748510140161269760,jonathan r goodman,Negative
748496612465475584,"chadi nabhan MD, MBA, FACP",Negative
748492804628701185,Cancer Genetics Inc.,Negative
748486567337988096,Financial Buzz,Negative
748482133052825600,Chill Till,Negative
748482053209919488,StockGuru,Negative
748481354103349256,John Stock Pro,Negative
748439716526194688,Oncology Tube,Negative
748428411975118849,VJHemOnc,Negative
748424942774030336,Åbo Akademi University,Negative
748370514356346881,UU Perspective,Negative
748340298862850048,Prof. N. Campbell,Negative
748316577175580672,Roberto C.  Montoya,Negative
748316450574770176,Roberto C.  Montoya,Positive
748297640341733376,HemOnc Today,Negative
748254828908929024,Patient Power,Negative
748206520718942208,♥Melissa♥,Negative
748162375015141376,AlfonsoValencia,Negative
748098721716527104,VJHemOnc,Negative
748083397201891328,ohanna johnson,Negative
748075412761231360,Simon Morice,Negative
747984170861793280,B. Smirnov,Negative
747948670407020547,Patient Power,Negative
747947464959868928,Patient Power,Negative
747908802842869760,Oncology Times,Negative
747823365776379904,MDedge Hematology & Oncology,Negative
747788192426893316,BioPharm Insight,Negative
747736529309675521,University of Southampton,Negative
747682208249307136,Janssen Deutschland,Negative
747663416274337792,Poncho Carrillo,Negative
747615428441059328,Chan Cheah,Positive
747579050160459776,OncLive.com,Negative
747566240093216768,Nora Sheffield,Negative
747566218035470337,Nora Sheffield,Negative
747566168269938688,Nora Sheffield,Negative
747562366888456192,Patient Power,Negative
747561519727124480,Patient Power,Negative
747555318436081664,Patient Power,Negative
747512592583761920,Blood Journal,Negative
747506231519121408,PeerView,Negative
747475190473441281,PeerView,Negative
747473350688112640,Oncology Tube,Negative
747455588469178368,André Rendeiro,Negative
747442360510988288,Shelley Webb,Negative
747441835627397121,MDedge Hematology & Oncology,Negative
747437154511511552,Blood Journal,Negative
747427013888094208,I'zzat عون [ชาติ],Negative
747426253242773504,Biotech2050,Negative
747418662877945856,Victor Norberto Cerasale Morteo,Negative
747415197338349571,Rhia Steele@ravishingrhia.com,Negative
747391734749995008,Krishan Maggon,Negative
747368672587620352,"chadi nabhan MD, MBA, FACP",Negative
747363230071267328,Lymphoma Hub,Negative
747328251488460802,RiyaSen,Negative
747301042988060672,Immune Regulation News,Negative
747282225536786432,ohanna johnson,Negative
747197807367421953,Oncology Times,Negative
747108478414626816,VJHemOnc,Negative
747063549772496896,Carlos Llavador,Negative
747047709983543297,"Dr T. Comeau , MD",Negative
746981660143521792,Candice Colley,Negative
746978853063634944,VJHemOnc,Negative
746928346378821633,Jennifer Bergman,Negative
746886985617383424,OncLive.com,Negative
746885747941195776,Senior Care Corner,Negative
746873764697120770,Cassi Schmigotzki,Negative
746872744487305216,1stOncology,Negative
746870210439708672,SeparatriX,Negative
746858925710925824,karaleigh2,Negative
746836997407309825,DOMINIC GONZALES,Negative
746820371295272960,Milton Donald,Negative
746810199248240640,日本人向けUSMLE対策bot,Negative
746804300832182272,Doctors*Overseas,Negative
746804268359876608,Doctors*Overseas,Negative
746804225380859904,Doctors*Overseas,Negative
746804108535996416,Doctors*Overseas,Negative
746792591698632704,Shelley Webb,Negative
746791806982029313,CancerWallonia,Negative
746791595073220608,CancerWallonia,Negative
746741652237205513,Denise Genett,Negative
746739349123960832,Virtute_USMLE,Negative
746738374648733696,Virtute_USMLE,Negative
746738288237613057,Virtute_USMLE,Negative
746737578393616384,Virtute_USMLE,Negative
746724703365120000,VJHemOnc,Negative
746703516844990464,INFO Kebutuhan Darah dari Blood4LifeID,Negative
746612721278423040,MoreFunz,Negative
746536561785831428,CLL Esto es Lucha!,Negative
746500458622001153,matthew thomas,Negative
746435360343764992,Maureen,Negative
746426947400572928,Patient Power,Negative
746426232804368384,Patient Power,Negative
746423633254318080,Patient Power,Negative
746423556448235520,Seductionpros,Negative
746380726019362816,CMLHope,Negative
746378792310956033,World Wellness,Negative
746369150453424128,Monti Dauni,Negative
746357643527200768,HemOnc Today,Negative
746349663880523776,日本人向けUSMLE対策bot,Negative
746342898325667840,Patient Power,Negative
746337866351968257,Oncology Tube,Negative
746279220976951296,VJHemOnc,Negative
746268868386119681,ESMO - Eur. Oncology,Negative
746162060719841280,Stock_Tracker,Negative
746133733284151296,COPD News,Negative
746096227733872640,CureClick,Negative
746074233432903682,PeerView,Negative
746073177483251712,EIN Presswire: Merck Newswire,Negative
746067276219179008,MedWatch News,Negative
746066957217243140,DrugGenius,Negative
746052834471251968,Matthews & Associates,Negative
746051002843832320,Business Wire-Health,Negative
746049476951871488,dlvr news,Negative
746019234921185281,Shelley Webb,Negative
746002487782539264,VJHemOnc,Negative
745972363821518848,Roche,Negative
745968846683660288,Johnson & Johnson,Negative
745948219230851072,Oncology Practice,Positive
745945792461012992,VJHemOnc,Negative
745923204724690946,OncLive.com,Negative
745905890822336516,Broker Ratings,Negative
745878405422387202,MarketBeat,Negative
745736161818181632,Lymphomation.org,Negative
745713765895680001,JAMA Network,Negative
745711948717768708,"chadi nabhan MD, MBA, FACP",Negative
745708963157655552,Mary Regan,Negative
745681535672586246,Oncology Tube,Negative
745679720629608448,GRACE,Negative
745670872539750400,National Cancer Institute,Negative
745652324341809152,WEGO Health,Negative
745623678470266880,VJHemOnc,Negative
745621955546615808,Patient Empowerment Network,Negative
745519408634748928,Rahul Singh,Negative
745394826577842176,Patient Power,Negative
745393476842455040,Patient Power,Negative
745367954259320832,HealthFeed,Negative
745345564863258625,Dana-Farber,Negative
745334353950048256,Rhia Steele@ravishingrhia.com,Negative
745333977565794304,Shelley Webb,Negative
745311644876681216,VJHemOnc,Negative
745302537117433856,Sarah Sunshine,Negative
745258463064788993,Sandy D.,Negative
745197622797860865,Oncology Tube,Negative
745193384088899584,VJHemOnc,Negative
745166922900082689,VJHemOnc,Negative
745077034792026116,Educancer,Negative
745073034176905216,Oncology Tube,Negative
745048665287340032,Patient Power,Negative
744970311536246785,Stormy Pollard,Negative
744947858797961216,Gitte Pedersen,Negative
744940529238958080,International Pain Foundation®,Negative
744923209334566912,Лечение рака,Negative
744732282469048321,JaniceMarieSingleton,Negative
744503134844661760,Dendritic cells,Negative
744493714484002816,ImmunologyPapers,Negative
744492446109708289,TumorImmunoPapers,Negative
744473108149473280,Cancer Papers,Negative
744255867650859008,Shelley Webb,Negative
744255196734308352,Melanie,Negative
744228237325152257,Dana-Farber,Negative
744192510193328132,Sandy D.,Negative
744155272629854208,VJHemOnc,Negative
744146444718858240,The ASCO Post,Negative
744111481285861376,Cancer Papers,Negative
744099987303333888,VJHemOnc,Negative
744057384855801856,"Raul Cordoba, MD, PhD",Negative
744050720824004608,Kimberley Thomas,Negative
744050676351770624,Kimberley Thomas,Negative
744050635000193024,Kimberley Thomas,Negative
744050591140286464,Kimberley Thomas,Negative
744050546026348544,Kimberley Thomas,Negative
744050479940919298,Kimberley Thomas,Negative
744050440900317184,Kimberley Thomas,Negative
744050398533648385,Kimberley Thomas,Negative
744048216153423872,γδ T cell Forum,Negative
743962496969621504,Oncology Consortium,Negative
743962297916325889,Goddess Kali,Negative
743956481876320256,Patient Power,Negative
743948903939084290,HemOnc Today,Negative
743928775562366980,Patient Power,Negative
743904177487773696,Chiragjani,Negative
743885370350145536,Noticias en tiempo real,Negative
743858105860104192,Prof John,Negative
743851342897233920,Shelley Webb,Negative
743851124873138176,Blood Journal,Negative
743843433660485632,American Association of Pharmaceutical Scientists,Negative
743829137350098944,Lymphoma Hub,Negative
743828892364980224,Lymphoma Hub,Negative
743822124826173440,Lymphoma Hub,Negative
743813189440241668,Blood Journal,Negative
743812991703887872,TumorImmunoPapers,Negative
743808534308073473,Lymphoma Hub,Negative
743771301081415680,Prof John,Positive
743750062757449729,VJHemOnc,Negative
743746209492307968,TumImmTxpapers,Negative
743661523986452481,Phil Paige,Negative
743627011097165825,the cummunist,Negative
743612920106356736,Feel on,Negative
743605372439531521,快適家電Life,Negative
743578665284435970,WEGO Health,Negative
743505696205877248,Business Wire-Health,Negative
743503389091258368,Market Cheetah,Negative
743490993270456321,International Pain Foundation®,Negative
743485936042971136,WCM Lymphoma,Negative
743476880406355968,NACDA Program on Aging,Negative
743467648156000257,Matthews & Associates,Negative
743452798185013248,HemOnc Today,Negative
743451016843137024,Lymphoma Hub,Negative
743448114875473924,VJHemOnc,Negative
743443670314135552,Patient Power,Negative
743438949801041925,Rhia Steele@ravishingrhia.com,Negative
743431215370272768,epigenetics_papers,Negative
743428435943399424,TumorImmunoPapers,Negative
743428279672070144,Cure Cancer Now,Negative
743425715572342785,microRNApapers,Negative
743389622068121600,Cancer Papers,Negative
743389565306580994,Cancer Papers,Negative
743340903788478464,Swapnil Devale,Negative
743215289945440256,Oncology Tube,Negative
743194109297496064,Patient Power,Negative
743190632194256897,Patient Power,Negative
743185618063265792,Patient Power,Negative
743161704922624001,ColumbiaDoctors,Negative
743153544224612352,JAAD Journals,Negative
743141470354423808,Patient Power,Negative
743122300581629952,Grayson (he),Negative
743114607087095809,CARE™ Education,Negative
743109131247091712,Business Wire-Health,Negative
743064806773555201,ImmunologyPapers,Negative
743029162965929984,The Lancet Oncology,Negative
743024533959888897,ImmunologyPapers,Negative
743004136157945856,Pippa Jones,Negative
742887348065685504,Shelley Webb,Negative
742862210104446976,Patient Power,Negative
742833269603860482,Christopher Steer,Negative
742824198616162304,Financial Buzz,Negative
742816446103887872,EIN Presswire: Pharmaceutical Newswire,Negative
742804387936899073,Business Wire-Health,Negative
742777459255447552,Debbie Woodbury,Negative
742776808093818880,Nora Sheffield,Negative
742776801571676160,Nora Sheffield,Negative
742776789995524097,Nora Sheffield,Negative
742763720497975296,Oncology.TV,Negative
742752441049944064,Patient Power,Negative
742734395111444481,JAMA Dermatology,Negative
742710550422016000,The Pharma Letter,Negative
742679340102520833,Rhia Steele@ravishingrhia.com,Negative
742674532704604160,Biotech2050,Negative
742663483855151104,Prof John,Negative
742550699444195328,Wilson Martínez mestra,Negative
742518015414001665,Torchlight Med,Negative
742423943735304192,@sehh_es,Negative
742403822992166912,International Pain Foundation®,Negative
742401899324968960,JADPRO,Negative
742393615226261504,Blood Cancer UK,Negative
742385638658473985,Lymphomation.org,Negative
742383229555122176,Patient Power,Negative
742370429067759616,European Pharmaceutical Review,Positive
742368938294661120,Shelley Webb,Negative
742367673816907776,"Raul Cordoba, MD, PhD",Negative
742365969524396032,Cassi Schmigotzki,Negative
742331052832743424,CancerWallonia,Positive
742305505540857857,Rhia Steele@ravishingrhia.com,Negative
742289254525640704,HMRN UK,Negative
742256369399697408,Michael O'Dwyer,Negative
742244868458713089,Jesus F Sierra,Negative
742163382023905280,UU Perspective,Negative
742103335063453697,Fabrizio Bellina,Negative
742094317066563584,Maliyka to some Meeka to others,Negative
742070867073601538,Debbie Woodbury,Negative
742052650624114688,Debbie Woodbury,Negative
742052568797446145,Diaceutics PLC,Negative
742023986658299904,ASH,Negative
742007808816644096,Rhia Steele@ravishingrhia.com,Negative
741992247814688769,Chronic Sex,Negative
741981687551168514,mjohemme,Negative
741967056543719425,Janssen EMEA,Negative
741961161512456192,circa1835,Negative
741945800671002624,VJHemOnc,Negative
741940131045736449,European Pharmaceutical Review,Positive
741881901447847936,ant,Negative
741860431493529600,Milton Donald,Negative
741854153266188288,QxMD | Decision Support & Quality Improvement,Negative
741828628313481216,James C Whitfield,Negative
741828548122574852,James C Whitfield,Negative
741828317028831232,Donna Reed,Negative
741827922495864833,karaleigh2,Negative
741819213640171524,SeparatriX,Negative
741809891728187392,Jennifer Bergman,Negative
741807344305082369,Abhishek Choudhary (AC),Negative
741779440808562688,Sandy D.,Negative
741764912670593026,Colleen Busch,Negative
741684878979170304,Cesar,Negative
741660107080097793,AbbVie,Negative
741643511062224896,"Raul Cordoba, MD, PhD",Negative
741643344443539456,"Raul Cordoba, MD, PhD",Negative
741638812678393857,Beatriz Pérez Sanz,Negative
741634957148360705,Roche,Negative
741600030335848448,VJHemOnc,Negative
741598417172992000,Roche,Negative
741479865946247168,QxMD | Decision Support & Quality Improvement,Negative
741469125889773568,Sarah Sunshine,Negative
741436534394474496,博士タロー (HakaseTaro),Negative
741436059427315712,博士タロー (HakaseTaro),Negative
741434775756410880,博士タロー (HakaseTaro),Negative
741419492048277504,Amy Lacks,Negative
741407344974790656,Shelley Webb,Negative
741389662363717632,Patient Power,Negative
741321650273013760,CancerTherapyAdvisor,Negative
741283022725648384,Brecka,Negative
741278342968676352,Debra Ann Elliott-Christian Author & Speaker,Negative
741276437467025408,Lymphoma Canada,Negative
741258673096433666,Odi Bruckman,Negative
741247376900390912,AbbVie,Negative
741238811447971840,MKT Research Reports,Negative
741226015599525888,AbbVie,Negative
741208912951578625,oncoletter,Negative
741207992054521860,Grupo PK.gen SEFH,Negative
741197143034212352,"Raul Cordoba, MD, PhD",Negative
741189223391330304,"Raul Cordoba, MD, PhD",Positive
741186946408587264,Roche,Negative
741177551872266240,European Pharmaceutical Review,Positive
741148112119562241,AbbVie,Negative
741140782107766784,Andre Blanchet,Negative
741084382245453824,Kyle J. Norton,Negative
741056813726982144,Matthews & Associates,Negative
741054980140851202,Matthews & Associates,Negative
741047240815435776,Patient Power,Negative
741046462117728257,Patient Power,Negative
741046279858487296,Patient Power,Negative
741037147507982337,Quimio Center LBW,Negative
741034847167188992,AbbVie,Negative
741018240189485056,Christopher Steer,Negative
740999475053858816,Karla Fisk,Negative
740998179114520576,Mary Jo Dales,Negative
740997397724160000,F.A. Davis Company,Negative
740990538267004928,Anton Anderson,Negative
740988861229109249,ion papers,Negative
740956667521667072,AbbVie,Negative
740946063671087104,Shelley Webb,Negative
740920687158829057,Oncology Tube,Negative
740916377494663168,WEGO Health,Negative
740906958232903682,Patient Power,Negative
740884303572291584,SafeRidesNow,Negative
740882868596027392,VJHemOnc,Negative
740881214706454532,Roche,Negative
740865955476217856,AbbVie Deutschland,Negative
740831087526547456,Lymphoma Hub,Negative
740830566157799424,Lymphoma Hub,Negative
740830208169811968,Lymphoma Hub,Negative
740745763261546496,Jack Payette,Negative
740674846141480960,CMLHope,Negative
740660835815587840,ProSci Inc.,Negative
740591867637731328,International Pain Foundation®,Negative
740559454278684672,WCM Lymphoma,Negative
740526766918356992,Lymphoma Hub,Negative
740516589674631168,BizPR,Negative
740385944080113664,CRO Contract Res.,Negative
740364968046919680,El Patrón,Negative
740363002617073665,El Patrón,Negative
740332649022001153,Los Lobos,Negative
740321299168432129,Patient Power,Negative
740314422883815424,Matthews & Associates,Negative
740311745550516224,Patient Power,Negative
740301154555400192,Debbie Woodbury,Negative
740285043323633664,LLSCanada,Negative
740284549733711872,Matthews & Associates,Negative
740271935615995904,HRA,Negative
740254169152524289,John Hoben,Negative
740206839036555264,NYCDoc29,Negative
740197203562614784,Genentech,Negative
740187034870943749,Lymphoma Coalition,Negative
740178339936280576,Biotech2050,Negative
740132835089076225,热爱家,Negative
740129456375894016,Swapnil Devale,Negative
740109443011104768,Lymphoma Hub,Negative
740089713005068288,EMJ Hematology,Negative
740062598650068992,Biotech2050,Negative
740056848968110080,C_R_Williamson,Negative
740000556698210304,NE Live,Negative
739999111932456960,NE Live,Negative
739999111735218176,NE Live,Negative
739997862503780352,NE Live,Negative
739968924708671488,AU Oncology Reviews,Negative
739957145005887489,Lymphoma Hub,Negative
739957016232353793,Patient Power,Negative
739956139299901440,Patient Power,Negative
739955531138371585,Lymphoma Hub,Negative
739954303658401792,Patient Power,Negative
739951673787944960,Lymphoma Hub,Negative
739951220866048000,Lymphoma Hub,Negative
739950693407162369,Lymphoma Hub,Negative
739948336615153664,Guneet Walia,Negative
739940135752609792,MDRing,Negative
739914174810185729,Patient Power,Negative
739897333165481986,International Pain Foundation®,Negative
739894518401671168,The Jackson Laboratory,Negative
739875302021705728,LLSCanada,Negative
739864609205559299,Financial Buzz,Negative
739856911529476097,Blood Cancer UK,Negative
739856899617624066,JanssenUS,Negative
739853048676114432,Genentech,Negative
739815853881987072,"Pharmacyclics, an AbbVie Company",Negative
739815262497734656,IntoxicatedTrader,Negative
739807207047364608,GPSN,Negative
739804099986628609,JanssenUS,Negative
739804056999301120,MDedge Hematology & Oncology,Negative
739788998961291264,"Pharmacyclics, an AbbVie Company",Negative
739781428456497152,"Pharmacyclics, an AbbVie Company",Negative
739768795238109184,Lymphoma Hub,Negative
739655417391894528,tennessee companies,Negative
739560175284064256,(((Wendi))),Negative
739555774708514816,Diaceutics PLC,Negative
739540026468376576,Rhia Steele@ravishingrhia.com,Negative
739538829904863232,Oncology Tube,Negative
739522261695275012,Debbie Woodbury,Negative
739520160239865857,Shelley Webb,Negative
739505908150063104,NE Live,Negative
739497283859951616,Mary Jo Dales,Negative
739466426076037121,Matthias Piesche,Negative
739456919467745281,"Pharmacyclics, an AbbVie Company",Negative
739440637225750528,Med-IQ,Negative
739394345330151425,John James,Negative
739383903857823744,CancerWallonia,Negative
739383633484648448,CancerWallonia,Negative
739382843135168512,CancerWallonia,Negative
739208470205890560,Joe Fournet,Negative
739187800583622656,susanna sargsyan,Negative
739181771632218116,Morgan Dulfer,Negative
739159471071592448,Lymphoma Hub,Positive
739158731678748672,Lymphoma Hub,Negative
739155796018274304,Lymphoma Hub,Negative
739155262221717504,Lymphoma Hub,Negative
739154882859565056,Lymphoma Hub,Negative
739154317773570049,Lymphoma Hub,Negative
739153993117618176,Lymphoma Hub,Negative
739153498713952256,PT. BI Group Mining,Negative
739153462865342465,Lymphoma Hub,Negative
739152334819840001,Lymphoma Hub,Negative
739152199058620416,M. El Mehdi,Negative
739152002450612224,Bursatil Biotech,Negative
739151033587388416,VJHemOnc,Negative
739150149788831744,European Pharmaceutical Review,Positive
739150006293278724,Lymphoma Hub,Negative
739149991902650368,European Pharmaceutical Review,Negative
739148943666384897,Lymphoma Hub,Negative
739148223768592384,Lymphoma Hub,Negative
739144633607979008,VJHemOnc,Negative
739139320796348416,"F Haroun, MD",Negative
739134114570379264,Doctors*Overseas,Negative
739113510823727104,Shelley Webb,Negative
739110615764111361,European Pharmaceutical Review,Positive
739100627066859520,M. El Mehdi,Negative
739094755427160064,Genentech,Negative
739094166710460416,El Rey de la Bodega🇪🇨,Negative
739039549251194880,Cancer Papers,Negative
739014904137424900,Freedom Wares,Negative
739013940915634177,European Pharmaceutical Review,Negative
738968545845903360,TumorImmunoPapers,Negative
738960375446536193,TumorImmunoPapers,Negative
738944405223014400,TumorImmunoPapers,Negative
738940172843159556,Dr. JOSE VELASQUEZ,Negative
738937588795334656,GrantDev,Negative
738791748298805248,"Raul Cordoba, MD, PhD",Negative
738764127238160384,VJHemOnc,Negative
738747575877111809,Genentech,Negative
738732533509201927,The ASCO Post,Negative
738728100809330689,Christopher Steer,Negative
738720779571998720,Teva Pharmaceuticals,Negative
738714590498934784,Matthias Piesche,Negative
738680277904547840,European Pharmaceutical Review,Positive
738645307672629248,Lymphoma Hub,Negative
738644932370534400,Lymphoma Hub,Negative
738592137399279617,博士タロー (HakaseTaro),Negative
738491604542033920,AbbVie,Negative
738484650574745601,"Raul Cordoba, MD, PhD",Negative
738483013919576064,Genentech,Negative
738473767417053184,Med-IQ,Negative
738469040788799489,Patient Power,Negative
738447745753747456,International Pain Foundation®,Negative
738439830011445248,TumorImmunoPapers,Negative
738424992967331841,@sehh_es,Positive
738412477831073792,Grayson (he),Negative
738410138231529472,Patient Daily,Negative
738399521181474816,FarmaOnco,Negative
738381923026751488,CareAcross,Negative
738374651705954304,MDUNGE,Negative
738372230858571776,VJHemOnc,Negative
738371158672855040,Dr. JOSE VELASQUEZ,Negative
738345772387815424,The ASCO Post,Negative
738289290787053568,Biotech2050,Negative
738286066181017601,Lymphoma Hub,Negative
738285612508286976,MedflixS,Negative
738251217181237249,European Pharmaceutical Review,Negative
738151939532148736,Hematopoiesis News,Negative
738144743276711937,Patient Power,Negative
738143751743279104,Patient Power,Negative
738143512152023041,Patient Power,Negative
738142842091012098,Patient Power,Negative
738142654609793026,Patient Power,Negative
738106630412206080,CancerTherapyAdvisor,Negative
738095387785859072,Barbara Jacoby,Negative
738090242184380416,日本人向けUSMLE対策bot,Negative
738087164697673729,Biotechnology News,Negative
738060310666448896,Daoud Rahal,Negative
738052800417017857,Only Medics,Positive
738052713334857729,Shelley Webb,Negative
738048915975589888,WCM Lymphoma,Negative
738041383672418304,Marco Ricci,Positive
738037194422652929,ASH,Positive
738034998264135680,VJHemOnc,Negative
738015010400686080,Drug Discovery & Dev,Negative
737997372605665280,Chan Cheah,Negative
737996172615372801,Lymphoma Hub,Negative
737986440387235840,Blood Cancer UK,Negative
737984815039795202,1stOncology,Negative
737983552780800000,1stOncology,Negative
737961972214444032,Regulatory Jobs,Positive
737950629260369920,OncLive.com,Negative
737928086725894145,Lisa Marie,Negative
737917733409595392,European Pharmaceutical Review,Positive
737863750779326465,日本人向けUSMLE対策bot,Negative
737831084369555457,Private Puff,Negative
737826130955227136,Senior Care Corner,Negative
737817205383925761,MAISA,Negative
737810962267447296,UU Perspective,Negative
737805531650400257,Nora Sheffield,Negative
737805519793065985,Nora Sheffield,Negative
737805514768285697,Nora Sheffield,Negative
737805435147804672,Nora Sheffield,Positive
737786030141673474,Patient Power,Negative
737785556533432320,Patient Power,Negative
737785165720760320,Patient Power,Negative
737783772704313344,Patient Power,Negative
737760637879787520,MyHealthShare,Negative
737742470121947136,ComplexPharm,Negative
737739897646252033,Fabrizio Bellina,Negative
737725697414860800,Rachel Webster,Negative
737718036485025792,Team Intake.Me,Negative
737693049149476864,Dr. Leona Saunders,Negative
737677597556019202,Oncology.TV,Negative
737670045015281664,Biotechnology News,Negative
737669357220843520,Encore BioMed,Negative
737664455136272385,Pharmaceutical News,Negative
737663866755289088,Prof John,Negative
737659050746216448,Pamela Helton,Negative
737658447164899328,Pamela Helton,Negative
737654732811063297,European Pharmaceutical Review,Negative
737648053897826304,NACDA Program on Aging,Negative
737647780542488576,NACDA Program on Aging,Negative
737635445450932224,European Pharmaceutical Review,Negative
737633551667978240,Rhia Steele@ravishingrhia.com,Negative
737629938723889152,JediPD,Negative
737629044380958720,92 News HD Plus,Negative
737625091211591681,Khurram Nawaz,Negative
737617793164550145,Pharma Commons,Negative
737614663836258306,Financial Buzz,Negative
737613458842079233,militaryeyed,Negative
737609109596295170,"Trade Alerts, Trade Ideas and Crypto 🇺🇸",Negative
737600507670204417,PRN Biotech,Negative
737600240820228096,Biotech 5,Negative
737597855716671489,C. Michael Gibson MD,Negative
737597258246414338,Luke 🔴⚫️ #MTW,Negative
737594259830804480,IntoxicatedTrader,Negative
737590111274078208,Biotech2050,Positive
737588971941724160,Filtered News,Negative
737582945909645313,Loveworld Plus News,Negative
737578655895851009,Asia Pacific News,Negative
737574348853116934,Odi Bruckman,Negative
737570113734377477,FutureStarr Promotion,Negative
737569720732258304,Troy Gibson,Negative
737569520634626051,filmoreanton,Negative
737569325293281280,Lymphoma Hub,Negative
737568338772004872,flora,Negative
737566342492999681,Newsco Inc.,Negative
737565161951657984,ValdemarVittorio,Negative
737565128229408776,HuseinJonathon,Negative
737565111334756353,JosiahXever,Negative
737565101406855168,JohnyTadio,Negative
737565087074914306,deweycharley6,Negative
737564674061832193,TheodosiaKrispin,Negative
737564454737481729,PepitaGiorgi,Negative
737564425226313728,JyotiKip,Negative
737564397334200320,SmithDurham,Negative
737564047927705601,KassiaTimmie,Negative
737561984988631041,Lymphoma Hub,Negative
737557780173721600,Lymphoma Hub,Negative
737556982429716482,Reuters Health,Negative
737547922531704832,Conrad King,Negative
737542375845691392,Business of Turkey,Negative
737540777006403584,info,Negative
737538802944593920,Helen Hudson,Negative
737538790890184704,Delivered Faster,Negative
737538755943227393,Donald Middleton,Negative
737538743893008384,Florence Morgan,Negative
737538719360503808,Martin Williams,Negative
737538705859084288,Rosa Almeida,Negative
737538705418657793,John Hurley,Negative
737536201930866688,Dr Alex Concorde,Negative
737535847537381376,Deborah Ford,Negative
737535736388296704,Healthy Feeder,Negative
737534886978801665,Glen Mazzarella,Negative
737534851675389956,Joan Lowery,Negative
737534661149106176,Mca Represenative,Negative
737534598045827072,ntengh.com,Negative
737534423218847745,karin55marin,Negative
737533763756785666,Roche,Negative
737530692590960640,MSHPM,Negative
737526726050254848,Au Lac,Negative
737526646773682176,Medical Web Times,Negative
737526360764080128,Prem Raj Shakya,Negative
737525352101117953,NewsHitterTeam,Negative
737524890647945216,Dr Alex Concorde,Negative
737524581288673280,Kevin J Donaldson,Negative
737524403555028994,Paul Devereaux,Negative
737523826435620865,Healthy And Yeah,Negative
737523662962589697,Bulgarian Tweets,Negative
737523587251195907,NJ,Negative
737523543324270593,Event Design Planner,Negative
737523383273824258,Snakebite Publications,Negative
737523082617749505,Vernell Lintner,Negative
737522800177516544,Shawn Franz,Negative
737522209799819264,Andy Elmosta,Negative
